,DriverNumber,BroadcastName,TeamName,Round_Number,Country,Location,Year,Event_Type,Sprint_Qual_Position,Sprint_Race_Position,Qual_Position,Sector1Time,Sector2Time,Sector3Time,SpeedST,Stint,Race_Position
2,11,S PEREZ,Red Bull Racing,12,United Kingdom,Silverstone,2024,Race,,,19.0,32.69887755102041,39.5269,26.85376,304.0,5.0,17.0
3,14,F ALONSO,Aston Martin,12,United Kingdom,Silverstone,2024,Race,,,10.0,31.204803921568626,38.73851923076923,26.333634615384614,302.0576923076923,3.0,8.0
4,16,C LECLERC,Ferrari,12,United Kingdom,Silverstone,2024,Race,,,11.0,32.05014,39.218411764705884,26.470411764705883,301.5686274509804,4.0,14.0
5,18,L STROLL,Aston Martin,12,United Kingdom,Silverstone,2024,Race,,,8.0,31.139117647058825,38.673115384615386,26.345846153846153,302.1730769230769,3.0,7.0
6,2,L SARGEANT,Williams,12,United Kingdom,Silverstone,2024,Race,,,12.0,31.467745098039217,38.89671153846154,26.40044230769231,306.4807692307692,3.0,11.0
7,20,K MAGNUSSEN,Haas F1 Team,12,United Kingdom,Silverstone,2024,Race,,,17.0,31.32329411764706,38.99425,26.440865384615385,304.15384615384613,3.0,12.0
8,22,Y TSUNODA,RB,12,United Kingdom,Silverstone,2024,Race,,,13.0,31.237490196078433,38.907096153846155,26.433038461538462,306.2307692307692,3.0,10.0
9,23,A ALBON,Williams,12,United Kingdom,Silverstone,2024,Race,,,9.0,31.318941176470588,38.72523076923077,26.318096153846152,308.09615384615387,3.0,9.0
10,24,G ZHOU,Kick Sauber,12,United Kingdom,Silverstone,2024,Race,,,14.0,33.153510204081634,39.85396,26.9591,294.2,5.0,18.0
11,27,N HULKENBERG,Haas F1 Team,12,United Kingdom,Silverstone,2024,Race,,,6.0,31.144803921568627,38.72838461538461,26.255346153846155,305.0,3.0,6.0
12,3,D RICCIARDO,RB,12,United Kingdom,Silverstone,2024,Race,,,15.0,31.38126,39.1621568627451,26.55427450980392,303.4313725490196,3.0,13.0
13,31,E OCON,Alpine,12,United Kingdom,Silverstone,2024,Race,,,18.0,32.626551020408165,39.47384,26.97302,289.68,5.0,16.0
14,4,L NORRIS,McLaren,12,United Kingdom,Silverstone,2024,Race,,,3.0,31.02278431372549,38.23286538461538,25.980173076923077,301.63461538461536,3.0,3.0
15,44,L HAMILTON,Mercedes,12,United Kingdom,Silverstone,2024,Race,,,2.0,31.04221568627451,38.106730769230765,25.952096153846153,299.90384615384613,3.0,1.0
16,55,C SAINZ,Ferrari,12,United Kingdom,Silverstone,2024,Race,,,7.0,31.464019607843138,38.43392307692308,26.09951923076923,300.2307692307692,4.0,5.0
17,63,G RUSSELL,Mercedes,12,United Kingdom,Silverstone,2024,Race,,,1.0,31.11746875,38.434636363636365,26.516333333333332,297.3939393939394,2.0,19.0
18,77,V BOTTAS,Kick Sauber,12,United Kingdom,Silverstone,2024,Race,,,16.0,31.601660000000003,39.42464705882353,26.683607843137256,292.8235294117647,3.0,15.0
19,81,O PIASTRI,McLaren,12,United Kingdom,Silverstone,2024,Race,,,5.0,30.996254901960782,38.243634615384615,26.085846153846152,304.71153846153845,3.0,4.0
0,1,M VERSTAPPEN,Red Bull Racing,13,Hungary,Budapest,2024,Race,,,3.0,30.551028985507248,30.004942857142858,23.721742857142857,293.66,3.0,5.0
1,10,P GASLY,Alpine,13,Hungary,Budapest,2024,Race,,,20.0,30.90409375,31.06421212121212,24.369848484848486,293.75,2.0,20.0
2,11,S PEREZ,Red Bull Racing,13,Hungary,Budapest,2024,Race,,,16.0,30.45363768115942,30.24274285714286,23.792885714285713,296.5576923076923,3.0,7.0
3,14,F ALONSO,Aston Martin,13,Hungary,Budapest,2024,Race,,,7.0,30.736681159420293,30.4568,23.943528571428573,291.58490566037733,3.0,11.0
4,16,C LECLERC,Ferrari,13,Hungary,Budapest,2024,Race,,,6.0,30.520710144927538,29.839514285714287,23.881700000000002,291.68888888888887,3.0,4.0
5,18,L STROLL,Aston Martin,13,Hungary,Budapest,2024,Race,,,8.0,30.621695652173912,30.44572857142857,23.997785714285715,295.09615384615387,3.0,10.0
6,2,L SARGEANT,Williams,13,Hungary,Budapest,2024,Race,,,14.0,31.120514705882357,30.594623188405798,24.18386956521739,297.7647058823529,4.0,17.0
7,20,K MAGNUSSEN,Haas F1 Team,13,Hungary,Budapest,2024,Race,,,15.0,30.883470588235294,30.6483768115942,24.288289855072463,295.55102040816325,3.0,15.0
8,22,Y TSUNODA,RB,13,Hungary,Budapest,2024,Race,,,10.0,30.574550724637678,30.513085714285715,23.953985714285714,287.4375,2.0,9.0
9,23,A ALBON,Williams,13,Hungary,Budapest,2024,Race,,,13.0,30.975514705882354,30.648144927536237,24.080246376811594,290.9047619047619,3.0,14.0
10,24,G ZHOU,Kick Sauber,13,Hungary,Budapest,2024,Race,,,18.0,31.058191176470586,30.764492753623188,24.24008695652174,291.8139534883721,3.0,19.0
11,27,N HULKENBERG,Haas F1 Team,13,Hungary,Budapest,2024,Race,,,11.0,30.810676470588238,30.67591304347826,24.14663768115942,294.27450980392155,3.0,13.0
12,3,D RICCIARDO,RB,13,Hungary,Budapest,2024,Race,,,9.0,30.73129411764706,30.60231884057971,24.089971014492754,293.4423076923077,3.0,12.0
13,31,E OCON,Alpine,13,Hungary,Budapest,2024,Race,,,19.0,31.03785294117647,30.71313043478261,24.28226086956522,294.30434782608694,4.0,18.0
14,4,L NORRIS,McLaren,13,Hungary,Budapest,2024,Race,,,1.0,30.611202898550722,29.69647142857143,23.68857142857143,287.5416666666667,3.0,2.0
15,44,L HAMILTON,Mercedes,13,Hungary,Budapest,2024,Race,,,5.0,30.594739130434778,29.874971428571428,23.70662857142857,288.9433962264151,3.0,3.0
16,55,C SAINZ,Ferrari,13,Hungary,Budapest,2024,Race,,,4.0,30.60317391304348,29.917514285714287,23.762885714285716,292.3658536585366,3.0,6.0
17,63,G RUSSELL,Mercedes,13,Hungary,Budapest,2024,Race,,,17.0,30.578304347826084,30.079057142857145,23.872728571428574,294.60655737704917,3.0,8.0
18,77,V BOTTAS,Kick Sauber,13,Hungary,Budapest,2024,Race,,,12.0,30.894338235294118,30.714695652173912,24.205478260869565,297.94642857142856,3.0,16.0
19,81,O PIASTRI,McLaren,13,Hungary,Budapest,2024,Race,,,2.0,30.520782608695654,29.765957142857147,23.69757142857143,288.1521739130435,3.0,1.0
0,1,M VERSTAPPEN,Red Bull Racing,14,Belgium,Spa-Francorchamps,2024,Race,,,1.0,31.569093023255814,48.32995454545455,29.249204545454543,312.19444444444446,3.0,4.0
1,10,P GASLY,Alpine,14,Belgium,Spa-Francorchamps,2024,Race,,,12.0,31.882837209302327,49.049068181818186,29.454772727272726,313.27027027027026,3.0,13.0
2,11,S PEREZ,Red Bull Racing,14,Belgium,Spa-Francorchamps,2024,Race,,,3.0,32.26748837209302,48.122977272727276,29.577545454545454,310.3939393939394,4.0,7.0
3,14,F ALONSO,Aston Martin,14,Belgium,Spa-Francorchamps,2024,Race,,,9.0,31.618697674418605,48.98018181818182,29.47581818181818,311.25925925925924,2.0,8.0
4,16,C LECLERC,Ferrari,14,Belgium,Spa-Francorchamps,2024,Race,,,2.0,31.936953488372094,47.875840909090904,29.365568181818183,311.5,3.0,3.0
5,18,L STROLL,Aston Martin,14,Belgium,Spa-Francorchamps,2024,Race,,,15.0,31.55537209302326,49.34084090909091,29.43231818181818,310.53333333333336,2.0,11.0
6,2,L SARGEANT,Williams,14,Belgium,Spa-Francorchamps,2024,Race,,,19.0,31.899279069767445,49.41013636363636,29.539295454545456,311.6857142857143,3.0,17.0
7,20,K MAGNUSSEN,Haas F1 Team,14,Belgium,Spa-Francorchamps,2024,Race,,,17.0,31.551162790697674,49.38252272727273,29.475977272727274,312.75,2.0,14.0
8,22,Y TSUNODA,RB,14,Belgium,Spa-Francorchamps,2024,Race,,,18.0,31.632279069767446,49.50909090909091,29.49627272727273,310.09090909090907,2.0,16.0
9,23,A ALBON,Williams,14,Belgium,Spa-Francorchamps,2024,Race,,,11.0,31.746,49.251749999999994,29.39363636363636,314.15625,3.0,12.0
10,24,G ZHOU,Kick Sauber,14,Belgium,Spa-Francorchamps,2024,Race,,,20.0,31.676,52.611000000000004,34.8546,301.0,1.0,19.0
11,27,N HULKENBERG,Haas F1 Team,14,Belgium,Spa-Francorchamps,2024,Race,,,16.0,31.82286046511628,49.50722727272728,29.60109090909091,313.6060606060606,3.0,18.0
12,3,D RICCIARDO,RB,14,Belgium,Spa-Francorchamps,2024,Race,,,13.0,31.770441860465112,48.91,29.481477272727272,311.030303030303,3.0,10.0
13,31,E OCON,Alpine,14,Belgium,Spa-Francorchamps,2024,Race,,,10.0,31.55839534883721,49.28068181818182,29.284363636363636,318.80555555555554,3.0,9.0
14,4,L NORRIS,McLaren,14,Belgium,Spa-Francorchamps,2024,Race,,,5.0,31.559255813953488,48.386295454545454,29.22809090909091,315.2258064516129,3.0,5.0
15,44,L HAMILTON,Mercedes,14,Belgium,Spa-Francorchamps,2024,Race,,,4.0,31.923000000000002,47.70977272727273,29.359795454545452,309.93548387096774,3.0,1.0
16,55,C SAINZ,Ferrari,14,Belgium,Spa-Francorchamps,2024,Race,,,8.0,31.830046511627906,48.226318181818186,29.357204545454547,312.77777777777777,3.0,6.0
17,63,G RUSSELL,Mercedes,14,Belgium,Spa-Francorchamps,2024,Race,,,7.0,31.36551162790698,48.380227272727275,29.214795454545456,312.46666666666664,2.0,20.0
18,77,V BOTTAS,Kick Sauber,14,Belgium,Spa-Francorchamps,2024,Race,,,14.0,31.83606976744186,49.1661590909091,29.53375,312.69444444444446,3.0,15.0
19,81,O PIASTRI,McLaren,14,Belgium,Spa-Francorchamps,2024,Race,,,6.0,31.627999999999997,48.11740909090909,29.248136363636362,315.32142857142856,3.0,2.0
0,1,M VERSTAPPEN,Red Bull Racing,15,Netherlands,Zandvoort,2024,Race,,,2.0,25.88138028169014,27.309930555555557,22.700625,298.12280701754383,2.0,2.0
1,10,P GASLY,Alpine,15,Netherlands,Zandvoort,2024,Race,,,9.0,26.16604285714286,27.644478873239436,22.916732394366196,301.36842105263156,2.0,9.0
2,11,S PEREZ,Red Bull Racing,15,Netherlands,Zandvoort,2024,Race,,,5.0,25.946338028169016,27.458,22.689375,303.0923076923077,2.0,6.0
3,14,F ALONSO,Aston Martin,15,Netherlands,Zandvoort,2024,Race,,,7.0,26.103142857142856,27.704380281690142,22.98430985915493,301.125,2.0,10.0
4,16,C LECLERC,Ferrari,15,Netherlands,Zandvoort,2024,Race,,,6.0,25.91956338028169,27.44373611111111,22.53765277777778,306.31666666666666,2.0,3.0
5,18,L STROLL,Aston Martin,15,Netherlands,Zandvoort,2024,Race,,,8.0,26.246385714285715,27.78105633802817,22.86469014084507,302.203125,2.0,13.0
6,2,L SARGEANT,Williams,15,Netherlands,Zandvoort,2024,Race,,,20.0,26.39294285714286,28.028267605633804,23.06067605633803,303.741935483871,2.0,16.0
7,20,K MAGNUSSEN,Haas F1 Team,15,Netherlands,Zandvoort,2024,Race,,,14.0,26.476557142857143,28.008746478873242,22.94594366197183,304.74626865671644,2.0,18.0
8,22,Y TSUNODA,RB,15,Netherlands,Zandvoort,2024,Race,,,12.0,26.748685714285713,27.743929577464787,23.0246338028169,298.67692307692306,3.0,17.0
9,23,A ALBON,Williams,15,Netherlands,Zandvoort,2024,Race,,,10.0,26.493885714285717,27.735704225352112,22.92349295774648,306.2903225806452,3.0,14.0
10,24,G ZHOU,Kick Sauber,15,Netherlands,Zandvoort,2024,Race,,,18.0,27.04323188405797,27.954542857142858,23.1894,286.2,3.0,20.0
11,27,N HULKENBERG,Haas F1 Team,15,Netherlands,Zandvoort,2024,Race,,,13.0,26.18704285714286,27.837211267605635,22.84067605633803,305.35483870967744,2.0,11.0
12,3,D RICCIARDO,RB,15,Netherlands,Zandvoort,2024,Race,,,15.0,26.324714285714286,27.623802816901406,22.93125352112676,302.0,2.0,12.0
13,31,E OCON,Alpine,15,Netherlands,Zandvoort,2024,Race,,,16.0,26.39324285714286,27.740197183098594,23.108338028169015,299.52542372881356,2.0,15.0
14,4,L NORRIS,McLaren,15,Netherlands,Zandvoort,2024,Race,,,1.0,25.70383098591549,27.334999999999997,22.52434722222222,296.75384615384615,2.0,1.0
15,44,L HAMILTON,Mercedes,15,Netherlands,Zandvoort,2024,Race,,,11.0,26.153042253521125,27.372180555555556,22.68801388888889,296.0735294117647,3.0,8.0
16,55,C SAINZ,Ferrari,15,Netherlands,Zandvoort,2024,Race,,,10.0,25.970281690140848,27.45448611111111,22.551111111111112,305.03076923076924,2.0,5.0
17,63,G RUSSELL,Mercedes,15,Netherlands,Zandvoort,2024,Race,,,4.0,26.16361971830986,27.358111111111114,22.65663888888889,305.0357142857143,3.0,7.0
18,77,V BOTTAS,Kick Sauber,15,Netherlands,Zandvoort,2024,Race,,,17.0,26.827797101449274,27.785957142857143,23.121285714285715,293.12698412698415,3.0,19.0
19,81,O PIASTRI,McLaren,15,Netherlands,Zandvoort,2024,Race,,,3.0,25.72945070422535,27.575875,22.622,303.84375,2.0,4.0
0,1,M VERSTAPPEN,Red Bull Racing,16,Italy,Monza,2024,Race,,,7.0,28.434134615384615,28.74579245283019,28.041566037735848,317.28205128205127,3.0,6.0
1,10,P GASLY,Alpine,16,Italy,Monza,2024,Race,,,14.0,28.513490196078433,29.314923076923076,28.625249999999998,323.01960784313724,3.0,15.0
2,11,S PEREZ,Red Bull Racing,16,Italy,Monza,2024,Race,,,8.0,28.36353846153846,28.953584905660378,28.203264150943394,319.46666666666664,3.0,8.0
3,14,F ALONSO,Aston Martin,16,Italy,Monza,2024,Race,,,11.0,28.373884615384615,29.040509433962264,28.369320754716984,324.7959183673469,3.0,11.0
4,16,C LECLERC,Ferrari,16,Italy,Monza,2024,Race,,,4.0,27.862499999999997,28.630547169811322,28.012566037735848,324.47727272727275,2.0,1.0
5,18,L STROLL,Aston Martin,16,Italy,Monza,2024,Race,,,17.0,28.804529411764705,29.37069230769231,28.753096153846155,326.625,4.0,19.0
6,20,K MAGNUSSEN,Haas F1 Team,16,Italy,Monza,2024,Race,,,13.0,28.06955769230769,29.13775471698113,28.364962264150943,325.44897959183675,2.0,10.0
7,22,Y TSUNODA,RB,16,Italy,Monza,2024,Race,,,16.0,28.23866666666667,30.819142857142857,31.277428571428572,321.85714285714283,1.0,20.0
8,23,A ALBON,Williams,16,Italy,Monza,2024,Race,,,9.0,28.055038461538462,29.23333962264151,28.474886792452832,326.531914893617,2.0,9.0
9,24,G ZHOU,Kick Sauber,16,Italy,Monza,2024,Race,,,20.0,28.346372549019605,29.65776923076923,28.835403846153845,318.59090909090907,2.0,18.0
10,27,N HULKENBERG,Haas F1 Team,16,Italy,Monza,2024,Race,,,10.0,28.933274509803923,29.289192307692307,28.489115384615385,321.70454545454544,3.0,17.0
11,3,D RICCIARDO,RB,16,Italy,Monza,2024,Race,,,12.0,28.166057692307692,29.173188679245285,28.621075471698113,319.8979591836735,2.0,13.0
12,31,E OCON,Alpine,16,Italy,Monza,2024,Race,,,15.0,28.20592156862745,29.454192307692306,28.672250000000002,319.59090909090907,2.0,14.0
13,4,L NORRIS,McLaren,16,Italy,Monza,2024,Race,,,1.0,28.171211538461538,28.629056603773584,27.836622641509432,325.5882352941176,3.0,3.0
14,43,F COLAPINTO,Williams,16,Italy,Monza,2024,Race,,,18.0,28.162230769230767,29.3281320754717,28.496811320754716,326.6818181818182,2.0,12.0
15,44,L HAMILTON,Mercedes,16,Italy,Monza,2024,Race,,,6.0,28.180749999999996,28.749886792452827,28.002490566037736,324.6734693877551,3.0,5.0
16,55,C SAINZ,Ferrari,16,Italy,Monza,2024,Race,,,5.0,27.942057692307692,28.81801886792453,28.038169811320753,322.02564102564105,2.0,4.0
17,63,G RUSSELL,Mercedes,16,Italy,Monza,2024,Race,,,3.0,28.407826923076925,28.820245283018867,28.02584905660377,327.67391304347825,3.0,7.0
18,77,V BOTTAS,Kick Sauber,16,Italy,Monza,2024,Race,,,19.0,28.363607843137256,29.553653846153846,28.681134615384618,320.2391304347826,2.0,16.0
19,81,O PIASTRI,McLaren,16,Italy,Monza,2024,Race,,,2.0,28.230057692307692,28.499075471698113,27.84205660377358,320.0731707317073,3.0,2.0
0,1,M VERSTAPPEN,Red Bull Racing,17,Azerbaijan,Baku,2024,Race,,,6.0,40.009699999999995,44.59950980392156,26.175607843137257,315.6862745098039,3.0,5.0
1,10,P GASLY,Alpine,17,Azerbaijan,Baku,2024,Race,,,15.0,40.10002,45.1411568627451,26.223803921568628,315.98039215686276,2.0,12.0
2,11,S PEREZ,Red Bull Racing,17,Azerbaijan,Baku,2024,Race,,,4.0,39.03270833333333,43.83032653061225,25.636510204081635,318.51020408163265,2.0,17.0
3,14,F ALONSO,Aston Martin,17,Azerbaijan,Baku,2024,Race,,,8.0,40.03808,44.824666666666666,26.063901960784314,316.6470588235294,2.0,6.0
4,16,C LECLERC,Ferrari,17,Azerbaijan,Baku,2024,Race,,,1.0,39.52908,44.07535294117647,25.945470588235295,316.4313725490196,2.0,2.0
5,18,L STROLL,Aston Martin,17,Azerbaijan,Baku,2024,Race,,,14.0,39.97054545454545,44.790333333333336,26.18422222222222,318.15555555555557,3.0,19.0
6,22,Y TSUNODA,RB,17,Azerbaijan,Baku,2024,Race,,,12.0,42.15661538461539,45.98921428571429,27.309357142857145,310.2857142857143,2.0,20.0
7,23,A ALBON,Williams,17,Azerbaijan,Baku,2024,Race,,,10.0,40.27478,44.575431372549026,26.09978431372549,316.5098039215686,2.0,7.0
8,24,G ZHOU,Kick Sauber,17,Azerbaijan,Baku,2024,Race,,,18.0,40.688939999999995,45.11994117647059,26.29264705882353,313.921568627451,2.0,14.0
9,27,N HULKENBERG,Haas F1 Team,17,Azerbaijan,Baku,2024,Race,,,13.0,40.2833,44.60880392156863,26.13794117647059,314.9019607843137,2.0,11.0
10,3,D RICCIARDO,RB,17,Azerbaijan,Baku,2024,Race,,,15.0,40.56654,45.1833137254902,26.327627450980394,313.8235294117647,2.0,13.0
11,31,E OCON,Alpine,17,Azerbaijan,Baku,2024,Race,,,19.0,40.38408163265306,45.2311,26.13104,316.56,2.0,15.0
12,4,L NORRIS,McLaren,17,Azerbaijan,Baku,2024,Race,,,16.0,39.58066,44.23994117647059,26.078352941176473,314.62745098039215,2.0,4.0
13,43,F COLAPINTO,Williams,17,Azerbaijan,Baku,2024,Race,,,9.0,40.22038,44.755823529411764,26.023333333333333,318.0980392156863,2.0,8.0
14,44,L HAMILTON,Mercedes,17,Azerbaijan,Baku,2024,Race,,,7.0,40.29552,44.850274509803924,25.81449019607843,321.7843137254902,2.0,9.0
15,50,O BEARMAN,Haas F1 Team,17,Azerbaijan,Baku,2024,Race,,,11.0,40.19808,44.74207843137255,26.108999999999998,315.62745098039215,2.0,10.0
16,55,C SAINZ,Ferrari,17,Azerbaijan,Baku,2024,Race,,,3.0,38.9239375,43.8726530612245,25.692448979591838,317.81632653061223,2.0,18.0
17,63,G RUSSELL,Mercedes,17,Azerbaijan,Baku,2024,Race,,,5.0,39.6901,44.25735294117647,25.923862745098038,317.6666666666667,2.0,3.0
18,77,V BOTTAS,Kick Sauber,17,Azerbaijan,Baku,2024,Race,,,17.0,40.52,44.992399999999996,26.367579999999997,310.72,2.0,16.0
19,81,O PIASTRI,McLaren,17,Azerbaijan,Baku,2024,Race,,,2.0,39.4612,43.953901960784314,25.900235294117646,315.6078431372549,2.0,1.0
0,1,M VERSTAPPEN,Red Bull Racing,18,Singapore,Marina Bay,2024,Race,,,2.0,29.175229508196722,41.26830645161291,27.47348387096774,275.8787878787879,2.0,2.0
1,10,P GASLY,Alpine,18,Singapore,Marina Bay,2024,Race,,,18.0,29.65945,42.44904918032787,27.9567868852459,283.3333333333333,2.0,17.0
2,11,S PEREZ,Red Bull Racing,18,Singapore,Marina Bay,2024,Race,,,13.0,29.359750000000002,41.97996721311475,27.852114754098363,286.3454545454546,2.0,10.0
3,14,F ALONSO,Aston Martin,18,Singapore,Marina Bay,2024,Race,,,7.0,29.328983333333333,42.114704918032785,27.713245901639343,287.3333333333333,2.0,8.0
4,16,C LECLERC,Ferrari,18,Singapore,Marina Bay,2024,Race,,,9.0,29.131049180327867,41.76654838709677,27.64393548387097,288.27272727272725,2.0,5.0
5,18,L STROLL,Aston Martin,18,Singapore,Marina Bay,2024,Race,,,17.0,29.49845,42.4177868852459,27.955377049180328,282.0192307692308,2.0,14.0
6,20,K MAGNUSSEN,Haas F1 Team,18,Singapore,Marina Bay,2024,Race,,,14.0,29.922607142857142,43.13177192982456,28.789684210526314,288.29787234042556,3.0,19.0
7,22,Y TSUNODA,RB,18,Singapore,Marina Bay,2024,Race,,,8.0,29.4479,41.99434426229509,27.822131147540986,282.94736842105266,2.0,12.0
8,23,A ALBON,Williams,18,Singapore,Marina Bay,2024,Race,,,11.0,31.122285714285713,43.06046666666667,29.46333333333333,280.07142857142856,2.0,20.0
9,24,G ZHOU,Kick Sauber,18,Singapore,Marina Bay,2024,Race,,,20.0,29.55868333333333,42.34927868852459,28.115901639344262,280.75,2.0,15.0
10,27,N HULKENBERG,Haas F1 Team,18,Singapore,Marina Bay,2024,Race,,,6.0,29.448333333333334,42.06626229508196,27.691737704918033,285.9423076923077,2.0,9.0
11,3,D RICCIARDO,RB,18,Singapore,Marina Bay,2024,Race,,,16.0,30.268466666666665,42.15113114754099,28.1617868852459,281.27659574468083,4.0,18.0
12,31,E OCON,Alpine,18,Singapore,Marina Bay,2024,Race,,,15.0,29.566750000000003,42.378540983606555,27.886475409836066,280.75757575757575,2.0,13.0
13,4,L NORRIS,McLaren,18,Singapore,Marina Bay,2024,Race,,,1.0,29.098081967213115,41.013225806451615,27.477016129032258,280.4791666666667,2.0,1.0
14,43,F COLAPINTO,Williams,18,Singapore,Marina Bay,2024,Race,,,12.0,29.44025,41.91732786885246,27.876393442622952,284.28,2.0,11.0
15,44,L HAMILTON,Mercedes,18,Singapore,Marina Bay,2024,Race,,,3.0,29.465639344262296,41.84445161290322,27.639016129032257,280.8936170212766,2.0,6.0
16,55,C SAINZ,Ferrari,18,Singapore,Marina Bay,2024,Race,,,10.0,29.30995081967213,41.96148387096774,27.79567741935484,283.4375,2.0,7.0
17,63,G RUSSELL,Mercedes,18,Singapore,Marina Bay,2024,Race,,,4.0,29.28249180327869,41.68535483870968,27.57512903225806,283.2244897959184,2.0,4.0
18,77,V BOTTAS,Kick Sauber,18,Singapore,Marina Bay,2024,Race,,,19.0,29.614033333333335,42.42732786885246,27.995836065573773,281.42857142857144,2.0,16.0
19,81,O PIASTRI,McLaren,18,Singapore,Marina Bay,2024,Race,,,5.0,29.12501639344262,41.596951612903226,27.50116129032258,283.9019607843137,2.0,3.0
0,1,M VERSTAPPEN,Red Bull Racing,19,United States,Austin,2024,Sprint,1.0,1.0,2.0,27.489672727272726,40.68726785714286,34.11716071428571,299.5892857142857,2.0,3.0
1,10,P GASLY,Alpine,19,United States,Austin,2024,Sprint,12.0,14.0,7.0,27.892236363636364,40.97423214285714,34.586464285714285,302.5357142857143,2.0,12.0
2,11,S PEREZ,Red Bull Racing,19,United States,Austin,2024,Sprint,11.0,9.0,10.0,27.45750909090909,41.08798214285714,34.41594642857143,302.80357142857144,2.0,7.0
3,14,F ALONSO,Aston Martin,19,United States,Austin,2024,Sprint,14.0,18.0,8.0,27.838444444444445,41.3408,34.60876363636363,301.1272727272727,2.0,13.0
4,16,C LECLERC,Ferrari,19,United States,Austin,2024,Sprint,3.0,4.0,4.0,27.479563636363636,40.47467857142857,34.00001785714286,298.64285714285717,2.0,1.0
5,18,L STROLL,Aston Martin,19,United States,Austin,2024,Sprint,13.0,13.0,14.0,28.0185,41.44558181818182,34.59223636363637,298.90909090909093,2.0,15.0
6,20,K MAGNUSSEN,Haas F1 Team,19,United States,Austin,2024,Sprint,8.0,7.0,9.0,27.954272727272727,41.005875,34.38732142857143,304.64285714285717,3.0,11.0
7,22,Y TSUNODA,RB,19,United States,Austin,2024,Sprint,9.0,11.0,11.0,28.03372222222222,41.2822,34.50707272727273,303.07272727272726,2.0,14.0
8,23,A ALBON,Williams,19,United States,Austin,2024,Sprint,20.0,17.0,16.0,28.317759259259258,41.2464909090909,34.47365454545454,300.2909090909091,3.0,16.0
9,24,G ZHOU,Kick Sauber,19,United States,Austin,2024,Sprint,19.0,19.0,20.0,28.626925925925928,41.49769090909091,34.49814545454545,297.05454545454546,3.0,19.0
10,27,N HULKENBERG,Haas F1 Team,19,United States,Austin,2024,Sprint,6.0,8.0,12.0,27.732363636363637,40.98030357142857,34.30992857142857,299.0892857142857,2.0,8.0
11,30,L LAWSON,RB,19,United States,Austin,2024,Sprint,15.0,16.0,15.0,27.687763636363638,41.11233928571429,34.33233928571429,302.14285714285717,2.0,9.0
12,31,E OCON,Alpine,19,United States,Austin,2024,Sprint,17.0,15.0,13.0,28.23362962962963,41.412636363636366,34.66816363636364,299.4909090909091,3.0,18.0
13,4,L NORRIS,McLaren,19,United States,Austin,2024,Sprint,4.0,3.0,1.0,27.522363636363636,40.55698214285714,34.12630357142857,299.17857142857144,2.0,4.0
14,43,F COLAPINTO,Williams,19,United States,Austin,2024,Sprint,10.0,12.0,17.0,27.67336363636364,41.10823214285715,34.38607142857143,304.19642857142856,2.0,10.0
15,44,L HAMILTON,Mercedes,19,United States,Austin,2024,Sprint,7.0,6.0,19.0,,42.336,34.43,317.0,1.0,20.0
16,55,C SAINZ,Ferrari,19,United States,Austin,2024,Sprint,5.0,2.0,3.0,27.508363636363637,40.51230357142857,34.069964285714285,296.4642857142857,2.0,2.0
17,63,G RUSSELL,Mercedes,19,United States,Austin,2024,Sprint,2.0,5.0,6.0,27.57690909090909,40.869660714285715,34.36633928571428,311.23214285714283,2.0,6.0
18,77,V BOTTAS,Kick Sauber,19,United States,Austin,2024,Sprint,18.0,20.0,18.0,28.089185185185187,41.500454545454545,34.74469090909091,302.1818181818182,2.0,17.0
19,81,O PIASTRI,McLaren,19,United States,Austin,2024,Sprint,16.0,10.0,5.0,27.582109090909093,40.64832142857143,34.08528571428572,297.92857142857144,2.0,5.0
0,1,M VERSTAPPEN,Red Bull Racing,20,Mexico,Mexico City,2024,Race,,,2.0,31.238528571428574,32.854591549295776,22.029436619718307,315.8833333333333,2.0,6.0
1,10,P GASLY,Alpine,20,Mexico,Mexico City,2024,Race,,,8.0,31.236852941176473,33.069753623188404,22.191728571428573,317.76271186440675,2.0,10.0
2,11,S PEREZ,Red Bull Racing,20,Mexico,Mexico City,2024,Race,,,18.0,32.034579710144925,33.221357142857144,22.253314285714286,312.0188679245283,4.0,17.0
3,14,F ALONSO,Aston Martin,20,Mexico,Mexico City,2024,Race,,,13.0,40.10261538461538,37.81628571428571,25.1718,271.8,1.0,18.0
4,16,C LECLERC,Ferrari,20,Mexico,Mexico City,2024,Race,,,4.0,30.790185714285716,32.89412676056338,22.065901408450706,316.6909090909091,3.0,3.0
5,18,L STROLL,Aston Martin,20,Mexico,Mexico City,2024,Race,,,14.0,31.36855072463768,33.27211428571428,22.17752857142857,319.015873015873,2.0,11.0
6,20,K MAGNUSSEN,Haas F1 Team,20,Mexico,Mexico City,2024,Race,,,7.0,30.885357142857142,33.054788732394364,22.214732394366198,318.49056603773585,2.0,7.0
7,22,Y TSUNODA,RB,20,Mexico,Mexico City,2024,Race,,,11.0,,,,,1.0,20.0
8,23,A ALBON,Williams,20,Mexico,Mexico City,2024,Race,,,9.0,,,,,1.0,19.0
9,24,G ZHOU,Kick Sauber,20,Mexico,Mexico City,2024,Race,,,20.0,31.691405797101446,33.41952857142857,22.216700000000003,310.67241379310343,2.0,15.0
